semEpi;estadoIBGE;municipio;faixa_etaria;casos
1;CE;IPUEIRAS;40 a 59 anos;3
1;CE;IPUEIRAS;70 anos e mais;1
1;CE;IRACEMA;40 a 59 anos;3
1;CE;IRAUCUBA;20 a 39 anos;2
1;CE;ITAPIPOCA;20 a 39 anos;1
1;CE;JAGUARETAMA;11 a 15 anos;1
1;CE;JAGUARETAMA;20 a 39 anos;1
1;CE;JAGUARETAMA;40 a 59 anos;1
1;CE;JAGUARETAMA;70 anos e mais;1
1;CE;JAGUARIBARA;16 a 19 anos;1
1;CE;JAGUARIBE;60 a 69 anos;1
1;CE;JUAZEIRO DO NORTE;0 a 06 meses;1
1;CE;JUAZEIRO DO NORTE;11 a 15 anos;1
1;CE;JUAZEIRO DO NORTE;20 a 39 anos;7
1;CE;JUAZEIRO DO NORTE;40 a 59 anos;9
1;CE;JUAZEIRO DO NORTE;60 a 69 anos;2
1;CE;JUAZEIRO DO NORTE;70 anos e mais;3
1;CE;JUCAS;70 anos e mais;1
1;CE;LIMOEIRO DO NORTE;07 meses a 01 ano;1
1;CE;LIMOEIRO DO NORTE;20 a 39 anos;3
1;CE;LIMOEIRO DO NORTE;40 a 59 anos;7
1;CE;LIMOEIRO DO NORTE;60 a 69 anos;1
1;CE;MADALENA;11 a 15 anos;1
1;CE;MADALENA;20 a 39 anos;1
1;CE;MARACANAU;16 a 19 anos;1
1;CE;MARACANAU;20 a 39 anos;2
1;CE;MARANGUAPE;02 a 04 anos;1
1;CE;MARANGUAPE;11 a 15 anos;2
1;CE;MARANGUAPE;20 a 39 anos;1
1;CE;MARANGUAPE;70 anos e mais;1
1;CE;MARCO;07 meses a 01 ano;1
1;CE;MARCO;20 a 39 anos;2
1;CE;MASSAPE;60 a 69 anos;1
1;CE;MAURITI;20 a 39 anos;1
1;CE;MERUOCA;20 a 39 anos;1
1;CE;MERUOCA;60 a 69 anos;1
1;CE;MILAGRES;20 a 39 anos;3
1;CE;MILAGRES;40 a 59 anos;2
1;CE;MILAGRES;60 a 69 anos;1
1;CE;MILAGRES;sem informaç ;1
1;CE;MILHA;40 a 59 anos;1
1;CE;MISSAO VELHA;70 anos e mais;1
1;CE;MOMBACA;40 a 59 anos;1
1;CE;MORAUJO;11 a 15 anos;1
1;CE;MORAUJO;40 a 59 anos;1
1;CE;NOVO ORIENTE;20 a 39 anos;3
1;CE;NOVO ORIENTE;40 a 59 anos;1
1;CE;NOVO ORIENTE;70 anos e mais;1
1;CE;OROS;20 a 39 anos;2
1;CE;OROS;60 a 69 anos;1
1;CE;PACAJUS;0 a 06 meses;1
1;CE;PACAJUS;40 a 59 anos;1
1;CE;PACATUBA;60 a 69 anos;1
1;CE;PALHANO;40 a 59 anos;1
1;CE;PARACURU;16 a 19 anos;1
1;CE;PARAIPABA;05 a 10 anos;1
1;CE;PARAIPABA;20 a 39 anos;4
1;CE;PARAIPABA;40 a 59 anos;2
1;CE;PARAMBU;20 a 39 anos;1
1;CE;PARAMBU;60 a 69 anos;1
1;CE;PARAMOTI;0 a 06 meses;1
1;CE;PARAMOTI;40 a 59 anos;1
1;CE;PEDRA BRANCA;02 a 04 anos;1
1;CE;PEDRA BRANCA;07 meses a 01 ano;1
1;CE;PEDRA BRANCA;11 a 15 anos;1
1;CE;PEDRA BRANCA;16 a 19 anos;2
1;CE;PEDRA BRANCA;20 a 39 anos;2
1;CE;PEDRA BRANCA;40 a 59 anos;1
1;CE;PEDRA BRANCA;60 a 69 anos;1
1;CE;PEDRA BRANCA;70 anos e mais;2
1;CE;PEREIRO;20 a 39 anos;1
1;CE;PINDORETAMA;20 a 39 anos;1
1;CE;PINDORETAMA;40 a 59 anos;2
1;CE;PINDORETAMA;60 a 69 anos;1
1;CE;PINDORETAMA;70 anos e mais;2
1;CE;PIQUET CARNEIRO;70 anos e mais;1
1;CE;PIRES FERREIRA;60 a 69 anos;1
1;CE;PIRES FERREIRA;70 anos e mais;1
1;CE;PORTEIRAS;20 a 39 anos;1
1;CE;PORTEIRAS;40 a 59 anos;1
1;CE;PORTEIRAS;60 a 69 anos;2
1;CE;PORTEIRAS;70 anos e mais;1
1;CE;QUITERIANOPOLIS;11 a 15 anos;1
1;CE;QUITERIANOPOLIS;16 a 19 anos;1
1;CE;QUITERIANOPOLIS;40 a 59 anos;2
1;CE;QUIXADA;20 a 39 anos;2
1;CE;QUIXADA;40 a 59 anos;3
1;CE;QUIXADA;70 anos e mais;1
1;CE;QUIXELO;40 a 59 anos;1
1;CE;QUIXERAMOBIM;20 a 39 anos;1
1;CE;QUIXERAMOBIM;70 anos e mais;3
1;CE;QUIXERE;11 a 15 anos;1
1;CE;QUIXERE;16 a 19 anos;1
1;CE;QUIXERE;20 a 39 anos;3
1;CE;QUIXERE;40 a 59 anos;1
1;CE;QUIXERE;70 anos e mais;2
1;CE;RERIUTABA;16 a 19 anos;1
1;CE;RERIUTABA;20 a 39 anos;1
1;CE;RERIUTABA;70 anos e mais;1
1;CE;RUSSAS;07 meses a 01 ano;1
1;CE;RUSSAS;20 a 39 anos;1
1;CE;SANTANA DO ACARAU;20 a 39 anos;1
1;CE;SANTANA DO ACARAU;40 a 59 anos;1
1;CE;SOBRAL;20 a 39 anos;7
1;CE;SOBRAL;60 a 69 anos;2
1;CE;SOLONOPOLE;20 a 39 anos;1
1;CE;SOLONOPOLE;40 a 59 anos;1
1;CE;TABULEIRO DO NORTE;20 a 39 anos;1
1;CE;TABULEIRO DO NORTE;70 anos e mais;2
1;CE;TAMBORIL;20 a 39 anos;2
1;CE;TAUA;20 a 39 anos;1
1;CE;TAUA;40 a 59 anos;1
1;CE;TIANGUA;20 a 39 anos;15
1;CE;TIANGUA;40 a 59 anos;13
1;CE;TIANGUA;60 a 69 anos;5
1;CE;TIANGUA;70 anos e mais;2
1;CE;TIANGUA;sem informaç ;1
1;CE;TRAIRI;02 a 04 anos;1
1;CE;TRAIRI;20 a 39 anos;4
1;CE;TRAIRI;40 a 59 anos;1
1;CE;UBAJARA;0 a 06 meses;2
1;CE;UBAJARA;05 a 10 anos;1
1;CE;URUBURETAMA;16 a 19 anos;1
1;CE;VARJOTA;20 a 39 anos;3
1;CE;VARJOTA;40 a 59 anos;1
1;CE;VARZEA ALEGRE;07 meses a 01 ano;1
1;CE;VARZEA ALEGRE;11 a 15 anos;1
1;CE;VARZEA ALEGRE;20 a 39 anos;5
1;CE;VARZEA ALEGRE;40 a 59 anos;4
1;CE;VARZEA ALEGRE;70 anos e mais;1
1;CE;VICOSA DO CEARA;11 a 15 anos;1
1;CE;VICOSA DO CEARA;20 a 39 anos;6
1;CE;VICOSA DO CEARA;40 a 59 anos;5
1;CE;VICOSA DO CEARA;60 a 69 anos;1
1;CE;VICOSA DO CEARA;70 anos e mais;2
1;CE;VICOSA DO CEARA;sem informaç ;1
1;DF;BRASILIA;0 a 06 meses;2
1;DF;BRASILIA;05 a 10 anos;3
1;DF;BRASILIA;07 meses a 01 ano;3
1;DF;BRASILIA;16 a 19 anos;3
1;DF;BRASILIA;20 a 39 anos;15
1;DF;BRASILIA;40 a 59 anos;18
1;DF;BRASILIA;60 a 69 anos;10
1;DF;BRASILIA;70 anos e mais;9
1;ES;CARIACICA;20 a 39 anos;2
1;GO;ACREUNA;20 a 39 anos;1
1;GO;ACREUNA;40 a 59 anos;1
1;GO;AGUAS LINDAS DE GOIAS;0 a 06 meses;1
1;GO;AGUAS LINDAS DE GOIAS;40 a 59 anos;1
1;GO;AGUAS LINDAS DE GOIAS;sem informaç ;1
1;GO;ALEXANIA;40 a 59 anos;2
1;GO;ANAPOLIS;02 a 04 anos;1
1;GO;ANAPOLIS;20 a 39 anos;1
1;GO;ANAPOLIS;40 a 59 anos;5
1;GO;ANAPOLIS;60 a 69 anos;3
1;GO;ANAPOLIS;70 anos e mais;2
1;GO;APARECIDA DE GOIANIA;05 a 10 anos;1
1;GO;APARECIDA DE GOIANIA;20 a 39 anos;1
1;GO;APARECIDA DE GOIANIA;40 a 59 anos;1
1;GO;APARECIDA DE GOIANIA;60 a 69 anos;1
1;GO;APARECIDA DE GOIANIA;70 anos e mais;1
1;GO;ARAGOIANIA;40 a 59 anos;1
1;GO;ARUANA;40 a 59 anos;1
1;GO;AURILANDIA;05 a 10 anos;1
1;GO;BELA VISTA DE GOIAS;40 a 59 anos;2
1;GO;BURITI ALEGRE;40 a 59 anos;1
1;GO;CACHOEIRA ALTA;20 a 39 anos;1
1;GO;CACHOEIRA DOURADA;40 a 59 anos;1
1;GO;CALDAS NOVAS;16 a 19 anos;2
1;GO;CALDAS NOVAS;20 a 39 anos;3
1;GO;CALDAS NOVAS;40 a 59 anos;2
1;GO;CALDAZINHA;20 a 39 anos;1
1;GO;CALDAZINHA;60 a 69 anos;1
1;GO;CAMPO LIMPO DE GOIAS;20 a 39 anos;1
1;GO;CAMPO LIMPO DE GOIAS;40 a 59 anos;1
1;GO;CATALAO;20 a 39 anos;1
1;GO;CATALAO;40 a 59 anos;1
1;GO;CERES;20 a 39 anos;2
1;GO;CIDADE OCIDENTAL;40 a 59 anos;1
1;GO;CIDADE OCIDENTAL;60 a 69 anos;1
1;GO;COCALZINHO DE GOIAS;40 a 59 anos;1
1;GO;GOIANIA;02 a 04 anos;1
1;GO;GOIANIA;05 a 10 anos;1
1;GO;GOIANIA;07 meses a 01 ano;2
1;GO;GOIANIA;11 a 15 anos;1
1;GO;GOIANIA;16 a 19 anos;1
1;GO;GOIANIA;40 a 59 anos;11
1;GO;GOIANIA;60 a 69 anos;3
1;GO;GOIANIA;70 anos e mais;2
1;GO;GOIANIA;sem informaç ;1
1;GO;GOIAS;11 a 15 anos;2
1;GO;GOIAS;20 a 39 anos;3
1;GO;GOIAS;40 a 59 anos;2
1;GO;GOIATUBA;60 a 69 anos;1
1;GO;GUARAITA;20 a 39 anos;1
1;GO;HIDROLANDIA;20 a 39 anos;1
1;GO;HIDROLANDIA;60 a 69 anos;1
1;GO;INHUMAS;07 meses a 01 ano;1
1;GO;INHUMAS;11 a 15 anos;1
1;GO;INHUMAS;16 a 19 anos;2
1;GO;INHUMAS;20 a 39 anos;5
1;GO;INHUMAS;40 a 59 anos;6
1;GO;INHUMAS;60 a 69 anos;1
1;GO;INHUMAS;70 anos e mais;2
1;GO;IPAMERI;70 anos e mais;1
1;GO;IPORA;16 a 19 anos;1
1;GO;IPORA;20 a 39 anos;1
1;GO;ITAPURANGA;07 meses a 01 ano;1
1;GO;ITUMBIARA;40 a 59 anos;1
1;GO;ITUMBIARA;60 a 69 anos;1
1;GO;ITUMBIARA;70 anos e mais;1
1;GO;JARAGUA;20 a 39 anos;2
1;GO;JARAGUA;40 a 59 anos;1
1;GO;JATAI;20 a 39 anos;3
1;GO;JATAI;40 a 59 anos;1
1;GO;JATAI;60 a 69 anos;1
1;GO;JUSSARA;60 a 69 anos;1
1;GO;LUZIANIA;20 a 39 anos;1
1;GO;LUZIANIA;40 a 59 anos;1
1;GO;MINACU;0 a 06 meses;1
1;GO;MINEIROS;16 a 19 anos;1
1;GO;MINEIROS;20 a 39 anos;1
1;GO;MONTIVIDIU;20 a 39 anos;1
1;GO;MORRINHOS;40 a 59 anos;1
1;GO;MOZARLANDIA;20 a 39 anos;1
1;GO;NEROPOLIS;40 a 59 anos;1
1;GO;NOVO GAMA;20 a 39 anos;1
1;GO;PALMEIRAS DE GOIAS;40 a 59 anos;2
1;GO;PEROLANDIA;40 a 59 anos;1
1;GO;PIRENOPOLIS;20 a 39 anos;1
1;GO;PIRES DO RIO;40 a 59 anos;1
1;GO;PONTALINA;70 anos e mais;1
1;GO;RIALMA;60 a 69 anos;1
1;GO;RIO VERDE;0 a 06 meses;1
1;GO;RIO VERDE;05 a 10 anos;1
1;GO;RIO VERDE;20 a 39 anos;5
1;GO;RIO VERDE;60 a 69 anos;3
1;GO;SANTA HELENA DE GOIAS;16 a 19 anos;1
1;GO;SANTO ANTONIO DE GOIAS;05 a 10 anos;1
1;GO;SAO LUIS DE MONTES BELOS;20 a 39 anos;4
1;GO;SAO LUIS DE MONTES BELOS;40 a 59 anos;1
1;GO;SAO LUIS DE MONTES BELOS;60 a 69 anos;1
1;GO;SAO LUIS DE MONTES BELOS;70 anos e mais;3
1;GO;SAO SIMAO;20 a 39 anos;1
1;GO;SAO SIMAO;40 a 59 anos;1
1;GO;SAO SIMAO;60 a 69 anos;1
1;GO;SENADOR CANEDO;20 a 39 anos;1
1;GO;SENADOR CANEDO;40 a 59 anos;1
1;GO;SENADOR CANEDO;60 a 69 anos;1
1;GO;SERRANOPOLIS;40 a 59 anos;1
1;GO;TRINDADE;40 a 59 anos;2
1;GO;TRINDADE;70 anos e mais;1
1;GO;VALPARAISO DE GOIAS;20 a 39 anos;1
1;GO;VALPARAISO DE GOIAS;40 a 59 anos;2
1;GO;VALPARAISO DE GOIAS;60 a 69 anos;1
1;MA;ALDEIAS ALTAS;20 a 39 anos;1
1;MA;ALTO ALEGRE DO PINDARE;0 a 06 meses;1
1;MA;ANAPURUS;60 a 69 anos;1
1;MA;AXIXA;07 meses a 01 ano;1
1;MA;BACABAL;16 a 19 anos;1
1;MA;BARRA DO CORDA;20 a 39 anos;1
1;MA;BEQUIMAO;20 a 39 anos;1
1;MA;BREJO;20 a 39 anos;1
1;MA;BURITI BRAVO;20 a 39 anos;2
1;MA;BURITI BRAVO;40 a 59 anos;1
1;MA;CAXIAS;05 a 10 anos;1
1;MA;CAXIAS;07 meses a 01 ano;1
1;MA;CAXIAS;16 a 19 anos;2
1;MA;CAXIAS;20 a 39 anos;16
1;MA;CAXIAS;40 a 59 anos;18
1;MA;CAXIAS;60 a 69 anos;7
1;MA;CAXIAS;70 anos e mais;4
1;MA;CAXIAS;sem informaç ;1
1;MA;CHAPADINHA;16 a 19 anos;1
1;MA;CHAPADINHA;20 a 39 anos;1
1;MA;CHAPADINHA;40 a 59 anos;2
1;MA;CODO;20 a 39 anos;1
1;MA;COROATA;40 a 59 anos;1
1;MA;FEIRA NOVA DO MARANHAO;07 meses a 01 ano;1
1;MA;GUIMARAES;70 anos e mais;1
1;MA;IMPERATRIZ;20 a 39 anos;2
1;MA;IMPERATRIZ;60 a 69 anos;1
1;MA;ITAPECURU MIRIM;20 a 39 anos;1
1;MA;MORROS;70 anos e mais;1
1;MA;PACO DO LUMIAR;02 a 04 anos;1
1;MA;PACO DO LUMIAR;07 meses a 01 ano;1
1;MA;PACO DO LUMIAR;20 a 39 anos;1
1;MA;PACO DO LUMIAR;70 anos e mais;1
1;MA;PEDREIRAS;40 a 59 anos;1
1;MA;PRESIDENTE DUTRA;20 a 39 anos;1
1;MA;PRESIDENTE VARGAS;02 a 04 anos;1
1;MA;RAPOSA;16 a 19 anos;1
1;MA;RAPOSA;40 a 59 anos;2
1;MA;SANTA HELENA;60 a 69 anos;1
1;MA;SANTA INES;20 a 39 anos;2
1;MA;SANTA INES;40 a 59 anos;1
1;MA;SANTO AMARO DO MARANHAO;02 a 04 anos;1
1;MA;SANTO AMARO DO MARANHAO;20 a 39 anos;3
1;MA;SANTO AMARO DO MARANHAO;40 a 59 anos;1
1;MA;SANTO AMARO DO MARANHAO;70 anos e mais;1
1;MA;SAO JOSE DE RIBAMAR;0 a 06 meses;1
1;MA;SAO JOSE DE RIBAMAR;02 a 04 anos;1
1;MA;SAO JOSE DE RIBAMAR;20 a 39 anos;1
1;MA;SAO JOSE DE RIBAMAR;40 a 59 anos;2
1;MA;SAO JOSE DE RIBAMAR;60 a 69 anos;1
1;MA;SAO LUIS;0 a 06 meses;7
1;MA;SAO LUIS;02 a 04 anos;3
1;MA;SAO LUIS;07 meses a 01 ano;7
1;MA;SAO LUIS;20 a 39 anos;12
1;MA;SAO LUIS;40 a 59 anos;15
1;MA;SAO LUIS;60 a 69 anos;5
1;MA;SAO LUIS;70 anos e mais;12
1;MA;SAO LUIS;sem informaç ;1
1;MA;SENADOR LA ROCQUE;40 a 59 anos;1
1;MA;SERRANO DO MARANHAO;20 a 39 anos;1
1;MA;TIMON;16 a 19 anos;1
1;MA;TIMON;20 a 39 anos;6
1;MA;TIMON;40 a 59 anos;1
1;MA;TURIACU;20 a 39 anos;1
1;MG;ABADIA DOS DOURADOS;11 a 15 anos;1
1;MG;ABADIA DOS DOURADOS;70 anos e mais;1
1;MG;AIURUOCA;20 a 39 anos;2
1;MG;AIURUOCA;70 anos e mais;1
1;MG;ALEM PARAIBA;02 a 04 anos;1
1;MG;ALEM PARAIBA;16 a 19 anos;2
1;MG;ALEM PARAIBA;20 a 39 anos;3
1;MG;ALEM PARAIBA;40 a 59 anos;4
1;MG;ALEM PARAIBA;60 a 69 anos;4
1;MG;ALEM PARAIBA;70 anos e mais;1
1;MG;ALFENAS;20 a 39 anos;2
1;MG;ALFENAS;40 a 59 anos;4
1;MG;ALFENAS;70 anos e mais;2
1;MG;ALFREDO VASCONCELOS;40 a 59 anos;3
1;MG;ALFREDO VASCONCELOS;60 a 69 anos;1
1;MG;ALFREDO VASCONCELOS;70 anos e mais;1
1;MG;ALTO RIO DOCE;70 anos e mais;1
1;MG;ALVINOPOLIS;40 a 59 anos;1
1;MG;ANDRADAS;40 a 59 anos;1
1;MG;ANTONIO CARLOS;40 a 59 anos;1
1;MG;ANTONIO CARLOS;70 anos e mais;1
1;MG;ARACUAI;20 a 39 anos;1
1;MG;ARAGUARI;20 a 39 anos;6
1;MG;ARAGUARI;40 a 59 anos;4
1;MG;ARAGUARI;70 anos e mais;4
1;MG;ARAXA;20 a 39 anos;1
1;MG;ARAXA;40 a 59 anos;3
1;MG;ARCEBURGO;40 a 59 anos;2
1;MG;ARCEBURGO;70 anos e mais;1
1;MG;AREADO;20 a 39 anos;1
1;MG;BAEPENDI;60 a 69 anos;1
1;MG;BAMBUI;20 a 39 anos;1
1;MG;BARAO DE COCAIS;20 a 39 anos;1
1;MG;BARAO DE MONTE ALTO;20 a 39 anos;3
1;MG;BARAO DE MONTE ALTO;40 a 59 anos;5
1;MG;BARAO DE MONTE ALTO;70 anos e mais;3
1;MG;BARBACENA;20 a 39 anos;2
1;MG;BARBACENA;40 a 59 anos;3
1;MG;BARBACENA;70 anos e mais;1
1;MG;BARROSO;40 a 59 anos;1
1;MG;BELO HORIZONTE;0 a 06 meses;2
1;MG;BELO HORIZONTE;07 meses a 01 ano;2
1;MG;BELO HORIZONTE;16 a 19 anos;1
1;MG;BELO HORIZONTE;20 a 39 anos;29
1;MG;BELO HORIZONTE;40 a 59 anos;39
1;MG;BELO HORIZONTE;60 a 69 anos;14
1;MG;BELO HORIZONTE;70 anos e mais;28
1;MG;BICAS;40 a 59 anos;1
1;MG;BICAS;70 anos e mais;1
1;MG;BOA ESPERANCA;40 a 59 anos;1
1;MG;BOA ESPERANCA;70 anos e mais;1
1;MG;BOM DESPACHO;40 a 59 anos;1
1;MG;BOM DESPACHO;60 a 69 anos;2
1;MG;BOM DESPACHO;70 anos e mais;2
1;MG;BONFINOPOLIS DE MINAS;40 a 59 anos;1
1;MG;BORDA DA MATA;40 a 59 anos;2
1;MG;BOTELHOS;02 a 04 anos;1
1;MG;BOTELHOS;20 a 39 anos;1
1;MG;BOTELHOS;40 a 59 anos;1
1;MG;BRAZOPOLIS;20 a 39 anos;1
1;MG;BRAZOPOLIS;60 a 69 anos;1
1;MG;BRAZOPOLIS;70 anos e mais;2
1;MG;BRUMADINHO;20 a 39 anos;1
1;MG;BRUMADINHO;40 a 59 anos;2
1;MG;BUENO BRANDAO;20 a 39 anos;1
1;MG;BUENO BRANDAO;40 a 59 anos;1
1;MG;BUENO BRANDAO;60 a 69 anos;1
1;MG;BUENO BRANDAO;70 anos e mais;4
1;MG;CABO VERDE;40 a 59 anos;1
1;MG;CAETANOPOLIS;60 a 69 anos;1
1;MG;CAETE;70 anos e mais;1
1;MG;CALDAS;40 a 59 anos;1
1;MG;CAMPANHA;20 a 39 anos;2
1;MG;CAMPANHA;60 a 69 anos;1
1;MG;CAMPESTRE;40 a 59 anos;1
1;MG;CAMPESTRE;60 a 69 anos;1
1;MG;CAMPOS GERAIS;20 a 39 anos;1
1;MG;CAMPOS GERAIS;70 anos e mais;1
1;MG;CANA VERDE;20 a 39 anos;1
1;MG;CANDEIAS;60 a 69 anos;1
1;MG;CANTAGALO;20 a 39 anos;1
1;MG;CANTAGALO;40 a 59 anos;1
1;MG;CAPELINHA;70 anos e mais;1
1;MG;CAPIM BRANCO;70 anos e mais;1
1;MG;CARAI;20 a 39 anos;1
1;MG;CARAI;40 a 59 anos;1
1;MG;CARANDAI;40 a 59 anos;1
1;MG;CARANGOLA;40 a 59 anos;1
1;MG;CARLOS CHAGAS;16 a 19 anos;1
1;MG;CARLOS CHAGAS;20 a 39 anos;2
1;MG;CARLOS CHAGAS;40 a 59 anos;4
1;MG;CARLOS CHAGAS;60 a 69 anos;1
1;MG;CARLOS CHAGAS;70 anos e mais;1
1;MG;CARMO DO CAJURU;07 meses a 01 ano;1
1;MG;CARMO DO RIO CLARO;20 a 39 anos;2
1;MG;CARMO DO RIO CLARO;40 a 59 anos;1
1;MG;CARMO DO RIO CLARO;70 anos e mais;4
1;MG;CARMOPOLIS DE MINAS;20 a 39 anos;1
1;MG;CARMOPOLIS DE MINAS;40 a 59 anos;2
1;MG;CARMOPOLIS DE MINAS;70 anos e mais;1
1;MG;CARNEIRINHO;70 anos e mais;1
1;MG;CASSIA;20 a 39 anos;1
1;MG;CASSIA;40 a 59 anos;2
1;MG;CATAGUASES;70 anos e mais;1
1;MG;CLARO DOS POCOES;07 meses a 01 ano;1
1;MG;CLARO DOS POCOES;20 a 39 anos;1
1;MG;CLARO DOS POCOES;40 a 59 anos;1
1;MG;CONCEICAO DO MATO DENTRO;16 a 19 anos;1
1;MG;CONCEICAO DOS OUROS;70 anos e mais;1
1;MG;CONGONHAS;60 a 69 anos;2
1;MG;CONGONHAS;70 anos e mais;1
1;MG;CONQUISTA;40 a 59 anos;1
1;MG;CONSELHEIRO LAFAIETE;20 a 39 anos;2
1;MG;CONSELHEIRO LAFAIETE;40 a 59 anos;3
1;MG;CONSELHEIRO LAFAIETE;60 a 69 anos;1
1;MG;CONTAGEM;20 a 39 anos;5
1;MG;CONTAGEM;40 a 59 anos;3
1;MG;CONTAGEM;60 a 69 anos;3
1;MG;CORACAO DE JESUS;60 a 69 anos;1
1;MG;CORACAO DE JESUS;70 anos e mais;1
1;MG;CORONEL FABRICIANO;70 anos e mais;1
1;MG;CORONEL MURTA;40 a 59 anos;1
1;MG;CORREGO DO BOM JESUS;40 a 59 anos;2
1;MG;CORREGO NOVO;70 anos e mais;1
1;MG;COUTO DE MAGALHAES DE MINAS;20 a 39 anos;1
1;MG;CRUCILANDIA;20 a 39 anos;1
1;MG;CRUCILANDIA;40 a 59 anos;2
1;MG;CRUCILANDIA;70 anos e mais;1
1;MG;CRUZILIA;40 a 59 anos;2
1;MG;CUPARAQUE;20 a 39 anos;1
1;MG;CUPARAQUE;40 a 59 anos;1
1;MG;CURVELO;20 a 39 anos;2
1;MG;CURVELO;40 a 59 anos;1
1;MG;CURVELO;70 anos e mais;2
1;MG;DESTERRO DE ENTRE RIOS;20 a 39 anos;1
1;MG;DESTERRO DE ENTRE RIOS;40 a 59 anos;1
1;MG;DESTERRO DE ENTRE RIOS;70 anos e mais;1
1;MG;DIAMANTINA;20 a 39 anos;2
1;MG;DIAMANTINA;40 a 59 anos;1
1;MG;DIAMANTINA;70 anos e mais;2
1;MG;DIVINOPOLIS;05 a 10 anos;1
1;MG;DIVINOPOLIS;16 a 19 anos;1
1;MG;DIVINOPOLIS;20 a 39 anos;2
1;MG;DIVINOPOLIS;40 a 59 anos;3
1;MG;DIVINOPOLIS;60 a 69 anos;3
1;MG;DIVINOPOLIS;70 anos e mais;2
1;MG;DIVISA ALEGRE;20 a 39 anos;1
1;MG;DOM CAVATI;40 a 59 anos;1
1;MG;ELOI MENDES;02 a 04 anos;1
1;MG;ENGENHEIRO CALDAS;11 a 15 anos;1
1;MG;ESMERALDAS;20 a 39 anos;2
1;MG;ESMERALDAS;40 a 59 anos;1
1;MG;ESPERA FELIZ;20 a 39 anos;1
1;MG;FELIXLANDIA;20 a 39 anos;5
1;MG;FELIXLANDIA;40 a 59 anos;6
1;MG;FELIXLANDIA;60 a 69 anos;2
1;MG;FERROS;70 anos e mais;1
1;MG;FLORESTAL;70 anos e mais;1
1;MG;FORMIGA;02 a 04 anos;1
1;MG;FORMIGA;05 a 10 anos;1
1;MG;FORMIGA;11 a 15 anos;1
1;MG;FORMIGA;20 a 39 anos;3
1;MG;FORMIGA;40 a 59 anos;5
1;MG;FORMIGA;60 a 69 anos;1
1;MG;FRANCISCOPOLIS;20 a 39 anos;2
1;MG;FRANCISCOPOLIS;60 a 69 anos;1
1;MG;FRONTEIRA;20 a 39 anos;2
1;MG;FRUTAL;0 a 06 meses;1
1;MG;FRUTAL;11 a 15 anos;1
1;MG;FRUTAL;20 a 39 anos;2
1;MG;FRUTAL;40 a 59 anos;5
1;MG;GONCALVES;20 a 39 anos;3
1;MG;GONCALVES;70 anos e mais;1
1;MG;GOVERNADOR VALADARES;0 a 06 meses;1
1;MG;GOVERNADOR VALADARES;20 a 39 anos;4
1;MG;GOVERNADOR VALADARES;40 a 59 anos;1
1;MG;GOVERNADOR VALADARES;60 a 69 anos;1
1;MG;GOVERNADOR VALADARES;70 anos e mais;1
1;MG;GUARANESIA;60 a 69 anos;1
1;MG;GUAXUPE;0 a 06 meses;2
1;MG;GUAXUPE;05 a 10 anos;1
1;MG;GUAXUPE;07 meses a 01 ano;1
1;MG;GUAXUPE;11 a 15 anos;1
1;MG;GUAXUPE;16 a 19 anos;2
1;MG;GUAXUPE;20 a 39 anos;17
1;MG;GUAXUPE;40 a 59 anos;26
1;MG;GUAXUPE;60 a 69 anos;8
1;MG;GUAXUPE;70 anos e mais;5
1;MG;GUIRICEMA;40 a 59 anos;1
1;MG;IBIRITE;07 meses a 01 ano;1
1;MG;IBIRITE;20 a 39 anos;1
1;MG;IBIRITE;40 a 59 anos;1
1;MG;IBITIURA DE MINAS;20 a 39 anos;1
1;MG;IBITIURA DE MINAS;40 a 59 anos;4
1;MG;IBITIURA DE MINAS;60 a 69 anos;3
1;MG;IBITIURA DE MINAS;70 anos e mais;1
1;MG;INCONFIDENTES;70 anos e mais;1
1;MG;INHAPIM;20 a 39 anos;1
1;MG;INHAPIM;40 a 59 anos;1
1;MG;INHAPIM;60 a 69 anos;1
1;MG;INHAUMA;70 anos e mais;1
1;MG;IPATINGA;16 a 19 anos;1
1;MG;IPATINGA;40 a 59 anos;1
1;MG;IPATINGA;60 a 69 anos;2
1;MG;IPIACU;60 a 69 anos;1
1;MG;IPUIUNA;20 a 39 anos;1
1;MG;ITABIRA;11 a 15 anos;1
1;MG;ITABIRA;20 a 39 anos;4
1;MG;ITABIRA;40 a 59 anos;4
1;MG;ITABIRA;60 a 69 anos;1
1;MG;ITABIRA;70 anos e mais;6
1;MG;ITAJUBA;02 a 04 anos;1
1;MG;ITAJUBA;05 a 10 anos;2
1;MG;ITAJUBA;07 meses a 01 ano;2
1;MG;ITAJUBA;11 a 15 anos;2
1;MG;ITAJUBA;16 a 19 anos;3
1;MG;ITAJUBA;20 a 39 anos;12
1;MG;ITAJUBA;40 a 59 anos;17
1;MG;ITAJUBA;60 a 69 anos;6
1;MG;ITAJUBA;70 anos e mais;13
1;MG;ITAJUBA;sem informaç ;1
1;MG;ITAMOGI;60 a 69 anos;1
1;MG;ITAMONTE;40 a 59 anos;2
1;MG;ITANHANDU;20 a 39 anos;3
1;MG;ITANHANDU;40 a 59 anos;2
1;MG;ITANHANDU;60 a 69 anos;1
1;MG;ITANHANDU;70 anos e mais;1
1;MG;ITAPAGIPE;20 a 39 anos;1
